"Winner","Race","Loser","Race","Map","Date","Prize","Double Chance","","","","","","","","","","","","","","","","","","",""
"이재호","T","임홍규","Z","Power Bond","2019-07-29","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"임홍규","Z","이재호","T","Circuit Breakers","2019-07-29","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"임홍규","Z","이재호","T","Gladiator","2019-07-29","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","임홍규","Z","Tres Pass","2019-07-29","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","임홍규","Z","Fighting Spirit","2019-07-29","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","이재호","T","Power Bond","2019-08-05","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","도재욱","P","Fighting Spirit","2019-08-05","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","이재호","T","Overwatch","2019-08-05","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","도재욱","P","Block Chain SE","2019-08-05","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","도재욱","P","New Bloody Ridge","2019-08-05","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","이재호","T","Gladiator","2019-08-05","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","도재욱","P","Circuit Breakers","2019-08-05","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","도재욱","P","Neo Sylphid","2019-08-05","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","도재욱","P","Tres Pass","2019-08-05","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김성대","Z","이재호","T","Tres Pass","2019-09-08","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김성대","Z","이재호","T","Overwatch","2019-09-08","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김성대","Z","이재호","T","New Bloody Ridge","2019-09-08","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","김성대","Z","Fighting Spirit","2019-09-08","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","김성대","Z","Neo Sylphid","2019-09-08","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","김성대","Z","Gladiator","2019-09-08","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","김성대","Z","Block Chain SE","2019-09-08","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","김성대","Z","Circuit Breakers","2019-09-08","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","김성대","Z","Power Bond","2019-09-08","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","송병구","P","Neo Sylphid","2019-09-17","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","송병구","P","Power Bond","2019-09-17","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"송병구","P","이재호","T","Overwatch","2019-09-17","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"송병구","P","이재호","T","Circuit Breakers","2019-09-17","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"송병구","P","이재호","T","Fighting Spirit","2019-09-17","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","송병구","P","Block Chain SE","2019-09-17","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"송병구","P","이재호","T","New Bloody Ridge","2019-09-17","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","송병구","P","Gladiator","2019-09-17","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","송병구","P","Tres Pass","2019-09-17","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","이재호","T","Neo Sylphid","2019-09-22","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","이재호","T","Fighting Spirit","2019-09-22","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","박상현","Z","Circuit Breakers","2019-09-22","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","이재호","T","Gladiator","2019-09-22","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","박상현","Z","Power Bond","2019-09-22","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","이재호","T","Block Chain SE","2019-09-22","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","박상현","Z","Overwatch","2019-09-22","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","이재호","T","Tres Pass","2019-09-22","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","박상현","Z","New Bloody Ridge","2019-09-22","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","장윤철","P","Overwatch","2019-09-24","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"장윤철","P","박상현","Z","Block Chain SE","2019-09-24","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","장윤철","P","Neo Sylphid","2019-09-24","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"장윤철","P","박상현","Z","Fighting Spirit","2019-09-24","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","장윤철","P","Circuit Breakers","2019-09-24","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"장윤철","P","박상현","Z","Gladiator","2019-09-24","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"장윤철","P","박상현","Z","Tres Pass","2019-09-24","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"장윤철","P","박상현","Z","New Bloody Ridge","2019-09-24","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","장윤철","P","Power Bond","2019-09-24","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"유영진","T","장윤철","P","Circuit Breakers","2019-10-02","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"장윤철","P","유영진","T","Overwatch","2019-10-02","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"장윤철","P","유영진","T","Power Bond","2019-10-02","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"장윤철","P","유영진","T","Neo Sylphid","2019-10-02","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"장윤철","P","유영진","T","Fighting Spirit","2019-10-02","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"장윤철","P","유영진","T","Tres Pass","2019-10-02","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"장윤철","P","유영진","T","Gladiator","2019-10-02","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"유영진","T","장윤철","P","Block Chain SE","2019-10-02","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"유영진","T","장윤철","P","New Bloody Ridge","2019-10-02","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김명운","Z","장윤철","P","Circuit Breakers","2019-10-09","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김명운","Z","장윤철","P","Overwatch","2019-10-09","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김명운","Z","장윤철","P","Block Chain SE","2019-10-09","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김명운","Z","Gladiator","2019-10-09","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김명운","Z","장윤철","P","Neo Sylphid","2019-10-09","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김명운","Z","장윤철","P","New Bloody Ridge","2019-10-09","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김명운","Z","Tres Pass","2019-10-09","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김명운","Z","장윤철","P","Power Bond","2019-10-09","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김명운","Z","장윤철","P","Fighting Spirit","2019-10-09","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"변현제","P","김명운","Z","Block Chain SE","2019-10-16","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김명운","Z","변현제","P","Circuit Breakers","2019-10-16","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김명운","Z","변현제","P","Overwatch","2019-10-16","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김명운","Z","변현제","P","Neo Sylphid","2019-10-16","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"변현제","P","김명운","Z","Gladiator","2019-10-16","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김명운","Z","변현제","P","New Bloody Ridge","2019-10-16","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김명운","Z","변현제","P","Fighting Spirit","2019-10-16","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김명운","Z","변현제","P","Tres Pass","2019-10-16","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"변현제","P","김명운","Z","Power Bond","2019-10-16","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"조기석","T","김명운","Z","New Heartbreak Ridge","2019-12-12","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김명운","Z","조기석","T","Neo Sylphid","2019-12-12","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"조기석","T","김명운","Z","Circuit Breakers","2019-12-12","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"조기석","T","김명운","Z","Whiteout","2019-12-12","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김명운","Z","조기석","T","La Mancha","2019-12-12","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김명운","Z","조기석","T","Eye of the Storm","2019-12-12","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김명운","Z","조기석","T","Fighting Spirit","2019-12-12","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김명운","Z","조기석","T","Overwatch","2019-12-12","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김명운","Z","조기석","T","Gladiator","2019-12-12","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김택용","P","김명운","Z","Fighting Spirit","2019-12-20","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김택용","P","김명운","Z","Destination","2019-12-20","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김택용","P","김명운","Z","Neo Sylphid","2019-12-20","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김명운","Z","김택용","P","Circuit Breakers","2019-12-20","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김명운","Z","김택용","P","Overwatch","2019-12-20","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김택용","P","김명운","Z","Eye of the Storm","2019-12-20","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김택용","P","김명운","Z","La Mancha","2019-12-20","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김명운","Z","김택용","P","Whiteout","2019-12-20","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김택용","P","김명운","Z","Gladiator","2019-12-20","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김택용","P","이재호","T","New Heartbreak Ridge","2019-12-25","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","김택용","P","Fighting Spirit","2019-12-25","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","김택용","P","Gladiator","2019-12-25","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","김택용","P","Overwatch","2019-12-25","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","김택용","P","La Mancha","2019-12-25","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","김택용","P","Circuit Breakers","2019-12-25","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김택용","P","이재호","T","Neo Sylphid","2019-12-25","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김택용","P","이재호","T","Destination","2019-12-25","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","김택용","P","Whiteout","2019-12-25","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","임홍규","Z","Overwatch","2020-01-02","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"임홍규","Z","이재호","T","New Heartbreak Ridge","2020-01-02","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","임홍규","Z","Destination","2020-01-02","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"임홍규","Z","이재호","T","Whiteout","2020-01-02","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","임홍규","Z","Eye of the Storm","2020-01-02","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"임홍규","Z","이재호","T","La Mancha","2020-01-02","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"임홍규","Z","이재호","T","Fighting Spirit","2020-01-02","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"임홍규","Z","이재호","T","Neo Sylphid","2020-01-02","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","임홍규","Z","Circuit Breakers","2020-01-02","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","임홍규","Z","Overwatch","2020-01-06","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","임홍규","Z","Destination","2020-01-06","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"임홍규","Z","도재욱","P","New Heartbreak Ridge","2020-01-06","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","임홍규","Z","Eye of the Storm","2020-01-06","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"임홍규","Z","도재욱","P","Whiteout","2020-01-06","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"임홍규","Z","도재욱","P","La Mancha","2020-01-06","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","임홍규","Z","Fighting Spirit","2020-01-06","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","임홍규","Z","Neo Sylphid","2020-01-06","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","임홍규","Z","Circuit Breakers","2020-01-06","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"도재욱","P","박상현","Z","Circuit Breakers","2020-01-13","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","박상현","Z","Destination","2020-01-13","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","도재욱","P","Fighting Spirit","2020-01-13","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","박상현","Z","Overwatch","2020-01-13","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","도재욱","P","Neo Sylphid","2020-01-13","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","박상현","Z","Eye of the Storm","2020-01-13","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","박상현","Z","La Mancha","2020-01-13","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","도재욱","P","New Heartbreak Ridge","2020-01-13","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","박상현","Z","Whiteout","2020-01-13","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","유영진","T","La Mancha","2020-01-19","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"유영진","T","도재욱","P","Destination","2020-01-19","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"유영진","T","도재욱","P","Overwatch","2020-01-19","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"도재욱","P","유영진","T","Whiteout","2020-01-19","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"유영진","T","도재욱","P","Circuit Breakers","2020-01-19","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","유영진","T","Eye of the Storm","2020-01-19","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","유영진","T","Neo Sylphid","2020-01-19","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","유영진","T","Fighting Spirit","2020-01-19","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"도재욱","P","유영진","T","Gladiator","2020-01-19","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김민철","Z","도재욱","P","Destination","2020-02-07","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"도재욱","P","김민철","Z","Escalade","2020-02-07","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김민철","Z","도재욱","P","New Heartbreak Ridge","2020-02-07","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","김민철","Z","Match Point","2020-02-07","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"도재욱","P","김민철","Z","Horizon Lunar Colony","2020-02-07","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","김민철","Z","Autobahn","2020-02-07","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김민철","Z","도재욱","P","Neo Sylphid","2020-02-07","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","김민철","Z","Polypoid","2020-02-07","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김민철","Z","도재욱","P","Whiteout","2020-02-07","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","조기석","T","Circuit Breakers","2020-02-10","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","조기석","T","Horizon Lunar Colony","2020-02-10","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","조기석","T","Whiteout","2020-02-10","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"도재욱","P","조기석","T","Escalade","2020-02-10","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"조기석","T","도재욱","P","Polypoid","2020-02-10","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"조기석","T","도재욱","P","Match Point","2020-02-10","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","조기석","T","Hitchhiker","2020-02-10","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"조기석","T","도재욱","P","Fighting Spirit","2020-02-10","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"조기석","T","도재욱","P","Gladiator","2020-02-10","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김성대"," Z","도재욱","P","Hitchhiker","2020-02-20","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김성대","Z","도재욱","P","Polypoid","2020-02-20","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","김성대","Z","Match Point","2020-02-20","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"김성대","Z","도재욱","P","La Mancha","2020-02-20","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"도재욱","P","김성대","Z","Escalade","2020-02-20","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김성대","Z","도재욱","P","Neo Sylphid","2020-02-20","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","김성대","Z","Fighting Spirit","2020-02-20","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김성대","Z","도재욱","P","Circuit Breakers","2020-02-20","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"도재욱","P","김성대","Z","New Bloody Ridge","2020-02-20","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김성대","Z","변현제","P","Match Point","2020-02-24","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김성대","Z","변현제","P","Hitchhiker","2020-02-24","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김성대","Z","변현제","P","Fighting Spirit","2020-02-24","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"변현제","P","김성대","Z","Horizon Lunar Colony","2020-02-24","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김성대","Z","변현제","P","La Mancha","2020-02-24","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"변현제","P","김성대","Z","Neo Sylphid","2020-02-24","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김성대","Z","변현제","P","Circuit Breakers","2020-02-24","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김성대","Z","변현제","P","Escalade","2020-02-24","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"변현제","P","김성대","Z","New Bloody Ridge","2020-02-24","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김성대","Z","윤찬희","T","Fighting Spirit","2020-03-02","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"윤찬희","T","김성대","Z","Neo Sylphid","2020-03-02","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김성대","Z","윤찬희","T","Match Point","2020-03-02","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김성대","Z","윤찬희","T","Autobahn","2020-03-02","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"윤찬희","T","김성대","Z","Circuit Breakers","2020-03-02","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"윤찬희","T","김성대","Z","Polypoid","2020-03-02","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김성대","Z","윤찬희","T","La Mancha","2020-03-02","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"김성대","Z","윤찬희","T","Escalade","2020-03-02","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"윤찬희","T","김성대","Z","New Bloody Ridge","2020-03-02","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김성대","Z","장윤철","P","Fighting Spirit","2020-03-23","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김성대","Z","장윤철","P","Escalade","2020-03-23","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김성대","Z","장윤철","P","Hitchhiker","2020-03-23","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김성대","Z","Match Point","2020-03-23","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김성대","Z","La Mancha","2020-03-23","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"김성대","Z","장윤철","P","Neo Sylphid","2020-03-23","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김성대","Z","Circuit Breakers","2020-03-23","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김성대","Z","Horizon Lunar Colony","2020-03-23","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김성대","Z","장윤철","P","Polypoid","2020-03-23","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","김성대","Z","Fighting Spirit","2020-03-30","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"이재호","T","김성대","Z","Horizon Lunar Colony","2020-03-30","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"이재호","T","김성대","Z","Neo Sylphid","2020-03-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김성대","Z","이재호","T","New Bloody Ridge","2020-03-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김성대","Z","이재호","T","Match Point","2020-03-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","김성대","Z","Hitchhiker","2020-03-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","김성대","Z","La Mancha","2020-03-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","김성대","Z","Circuit Breakers","2020-03-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","김성대","Z","Polypoid","2020-03-30","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","송병구"," P","Escalade","2020-04-20","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","송병구","P","New Bloody Ridge","2020-04-20","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"송병구","P","이재호","T","Hitchhiker","2020-04-20","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"송병구","P","이재호","T","Fighting Spirit","2020-04-20","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"송병구","P","이재호","T","Circuit Breakers","2020-04-20","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"송병구","P","이재호","T","Polypoid","2020-04-20","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","송병구","P","Horizon Lunar Colony","2020-04-20","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"송병구","P","이재호","T","Match Point","2020-04-20","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"이재호","T","송병구","P","Neo Sylphid","2020-04-20","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"송병구","P","김지성","T","Circuit Breakers","2020-04-27","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"송병구","P","김지성","T","Fighting Spirit","2020-04-27","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김지성","T","송병구","P","La Mancha","2020-04-27","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"김지성","T","송병구","P","Hitchhiker","2020-04-27","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"송병구","P","김지성","T","Match Point","2020-04-27","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"송병구","P","김지성","T","New Bloody Ridge","2020-04-27","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"송병구","P","김지성","T","Neo Sylphid","2020-04-27","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"김지성","T","송병구","P","Horizon Lunar Colony","2020-04-27","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"송병구","P","김지성","T","Polypoid","2020-04-27","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"송병구","P","박상현","Z","Neo Sylphid","2020-05-04","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","송병구","P","Circuit Breakers","2020-05-04","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","송병구","P","Match Point","2020-05-04","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","송병구","P","Hitchhiker","2020-05-04","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","송병구","P","Fighting Spirit","2020-05-04","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","송병구","P","Horizon Lunar Colony","2020-05-04","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","송병구","P","La Mancha","2020-05-04","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"송병구","P","박상현","Z","Polypoid","2020-05-04","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","송병구","P","Escalade","2020-05-04","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"최호선","T","박상현","Z","Escalade","2020-05-09","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"최호선","T","박상현","Z","Neo Sylphid","2020-05-09","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","최호선","T","La Mancha","2020-05-09","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"박상현","Z","최호선","T","Polypoid","2020-05-09","￦100,000","￦0","","","","","","","","","","","","","","","","","","",""
"최호선","T","박상현","Z","Hitchhiker","2020-05-09","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
